Observation station,Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Global radiation mean [W/m2]
Sotkamo Kuolaniemi,2022,5,24,-1.0,2022-05-24,11.5,0.0,"329,5"
Sotkamo Kuolaniemi,2022,5,25,-1.0,2022-05-25,11.9,0.0,"314,8"
Sotkamo Kuolaniemi,2022,5,26,-1.0,2022-05-26,11.1,0.0,"280,2"
Sotkamo Kuolaniemi,2022,5,27,-1.0,2022-05-27,9.1,0.0,"72,1"
Sotkamo Kuolaniemi,2022,5,28,-1.0,2022-05-28,12.1,7.0,198
Sotkamo Kuolaniemi,2022,5,29,-1.0,2022-05-29,13.7,7.0,"232,8"
Sotkamo Kuolaniemi,2022,5,30,-1.0,2022-05-30,10.7,0.0,"58,6"
Sotkamo Kuolaniemi,2022,5,31,-1.0,2022-05-31,13.7,3.0,"197,4"
Sotkamo Kuolaniemi,2022,6,1,-1.0,2022-06-01,13.7,7.0,"252,7"
Sotkamo Kuolaniemi,2022,6,2,-1.0,2022-06-02,12.8,0.0,"137,5"
Sotkamo Kuolaniemi,2022,6,3,-1.0,2022-06-03,11.3,1.0,"116,4"
Sotkamo Kuolaniemi,2022,6,4,-1.0,2022-06-04,12.5,0.0,"147,8"
Sotkamo Kuolaniemi,2022,6,5,-1.0,2022-06-05,11.6,7.0,"218,8"
Sotkamo Kuolaniemi,2022,6,6,-1.0,2022-06-06,10.1,0.0,356
Sotkamo Kuolaniemi,2022,6,7,-1.0,2022-06-07,13.0,0.0,"275,1"
Sotkamo Kuolaniemi,2022,6,8,-1.0,2022-06-08,13.3,1.0,"240,9"
Sotkamo Kuolaniemi,2022,6,9,-1.0,2022-06-09,13.5,8.0,"152,6"
Sotkamo Kuolaniemi,2022,6,10,-1.0,2022-06-10,14.8,0.0,"331,2"
Sotkamo Kuolaniemi,2022,6,11,-1.0,2022-06-11,16.3,0.0,"246,5"
Sotkamo Kuolaniemi,2022,6,12,-1.0,2022-06-12,16.3,7.0,"221,5"
Sotkamo Kuolaniemi,2022,6,13,-1.0,2022-06-13,12.6,6.0,"212,6"
Sotkamo Kuolaniemi,2022,6,14,-1.0,2022-06-14,14.7,1.0,"185,8"
Sotkamo Kuolaniemi,2022,6,15,-1.0,2022-06-15,14.0,8.0,"129,4"
Sotkamo Kuolaniemi,2022,6,16,-1.0,2022-06-16,9.4,7.0,"79,3"
Sotkamo Kuolaniemi,2022,6,17,-1.0,2022-06-17,9.6,8.0,"121,6"
Sotkamo Kuolaniemi,2022,6,18,-1.0,2022-06-18,12.9,7.0,"241,3"
Sotkamo Kuolaniemi,2022,6,19,-1.0,2022-06-19,11.0,7.0,"51,8"
Sotkamo Kuolaniemi,2022,6,20,-1.0,2022-06-20,10.6,8.0,"238,1"
Sotkamo Kuolaniemi,2022,6,21,-1.0,2022-06-21,13.8,0.0,"352,4"
Sotkamo Kuolaniemi,2022,6,22,-1.0,2022-06-22,15.8,0.0,"165,8"
Sotkamo Kuolaniemi,2022,6,23,-1.0,2022-06-23,15.7,7.0,"106,7"
Sotkamo Kuolaniemi,2022,6,24,-1.0,2022-06-24,20.3,1.0,"323,3"
Sotkamo Kuolaniemi,2022,6,25,-1.0,2022-06-25,22.3,0.0,"336,9"
Sotkamo Kuolaniemi,2022,6,26,-1.0,2022-06-26,24.0,0.0,"335,5"
Sotkamo Kuolaniemi,2022,6,27,-1.0,2022-06-27,21.6,1.0,"332,7"
Sotkamo Kuolaniemi,2022,6,28,-1.0,2022-06-28,18.4,6.0,"334,7"
Sotkamo Kuolaniemi,2022,6,29,-1.0,2022-06-29,19.0,0.0,"347,9"
Sotkamo Kuolaniemi,2022,6,30,-1.0,2022-06-30,22.0,0.0,"342,4"
Sotkamo Kuolaniemi,2022,7,1,-1.0,2022-07-01,24.7,0.0,"333,4"
Sotkamo Kuolaniemi,2022,7,2,-1.0,2022-07-02,22.3,0.0,170
Sotkamo Kuolaniemi,2022,7,3,-1.0,2022-07-03,21.0,7.0,
Sotkamo Kuolaniemi,2022,7,4,-1.0,2022-07-04,21.0,0.0,
Sotkamo Kuolaniemi,2022,7,5,-1.0,2022-07-05,17.9,4.0,
Sotkamo Kuolaniemi,2022,7,6,-1.0,2022-07-06,16.3,7.0,"252,4"
Sotkamo Kuolaniemi,2022,7,7,-1.0,2022-07-07,15.7,7.0,231
Sotkamo Kuolaniemi,2022,7,8,-1.0,2022-07-08,13.9,7.0,"199,2"
Sotkamo Kuolaniemi,2022,7,9,-1.0,2022-07-09,14.6,1.0,172
Sotkamo Kuolaniemi,2022,7,10,-1.0,2022-07-10,17.5,7.0,261
Sotkamo Kuolaniemi,2022,7,11,-1.0,2022-07-11,17.7,8.0,"154,1"
Sotkamo Kuolaniemi,2022,7,12,-1.0,2022-07-12,19.3,7.0,"183,3"
Sotkamo Kuolaniemi,2022,7,13,-1.0,2022-07-13,19.6,0.0,"141,7"
Sotkamo Kuolaniemi,2022,7,14,-1.0,2022-07-14,18.4,2.0,"271,4"
Sotkamo Kuolaniemi,2022,7,15,-1.0,2022-07-15,15.6,7.0,"187,4"
Sotkamo Kuolaniemi,2022,7,16,-1.0,2022-07-16,15.0,7.0,"265,9"
Sotkamo Kuolaniemi,2022,7,17,-1.0,2022-07-17,13.5,2.0,"162,2"
Sotkamo Kuolaniemi,2022,7,18,-1.0,2022-07-18,14.1,7.0,"166,8"
Sotkamo Kuolaniemi,2022,7,19,-1.0,2022-07-19,13.9,7.0,"215,6"
Sotkamo Kuolaniemi,2022,7,20,-1.0,2022-07-20,17.6,1.0,"302,4"
Sotkamo Kuolaniemi,2022,7,21,-1.0,2022-07-21,19.8,0.0,"276,9"
Sotkamo Kuolaniemi,2022,7,22,-1.0,2022-07-22,20.2,0.0,"185,9"
Sotkamo Kuolaniemi,2022,7,23,-1.0,2022-07-23,14.1,7.0,"81,5"
Sotkamo Kuolaniemi,2022,7,24,-1.0,2022-07-24,16.6,3.0,"274,5"
Sotkamo Kuolaniemi,2022,7,25,-1.0,2022-07-25,17.2,0.0,"234,1"
Sotkamo Kuolaniemi,2022,7,26,-1.0,2022-07-26,19.1,3.0,"138,8"
Sotkamo Kuolaniemi,2022,7,27,-1.0,2022-07-27,18.3,7.0,"193,5"
Sotkamo Kuolaniemi,2022,7,28,-1.0,2022-07-28,15.4,7.0,"214,2"
Sotkamo Kuolaniemi,2022,7,29,-1.0,2022-07-29,12.9,6.0,"53,8"
Sotkamo Kuolaniemi,2022,7,30,-1.0,2022-07-30,10.7,8.0,"73,2"
Sotkamo Kuolaniemi,2022,7,31,-1.0,2022-07-31,12.7,8.0,"86,8"
Sotkamo Kuolaniemi,2022,8,1,-1.0,2022-08-01,16.0,7.0,213
Sotkamo Kuolaniemi,2022,8,2,-1.0,2022-08-02,15.1,0.0,"162,8"
Sotkamo Kuolaniemi,2022,8,3,-1.0,2022-08-03,14.1,7.0,"96,1"
Sotkamo Kuolaniemi,2022,8,4,-1.0,2022-08-04,18.2,8.0,"121,3"
Sotkamo Kuolaniemi,2022,8,5,-1.0,2022-08-05,21.1,1.0,"197,9"
Sotkamo Kuolaniemi,2022,8,6,-1.0,2022-08-06,18.6,5.0,"132,1"
Sotkamo Kuolaniemi,2022,8,7,-1.0,2022-08-07,13.0,3.0,166
Sotkamo Kuolaniemi,2022,8,8,-1.0,2022-08-08,12.8,7.0,"235,6"
Sotkamo Kuolaniemi,2022,8,9,-1.0,2022-08-09,13.7,0.0,"241,1"
Sotkamo Kuolaniemi,2022,8,10,-1.0,2022-08-10,16.6,0.0,"182,8"
Sotkamo Kuolaniemi,2022,8,11,-1.0,2022-08-11,17.1,8.0,"142,3"
Sotkamo Kuolaniemi,2022,8,12,-1.0,2022-08-12,14.2,4.0,"242,3"
Sotkamo Kuolaniemi,2022,8,13,-1.0,2022-08-13,14.1,0.0,"209,1"
Sotkamo Kuolaniemi,2022,8,14,-1.0,2022-08-14,16.9,8.0,"219,7"
Sotkamo Kuolaniemi,2022,8,15,-1.0,2022-08-15,18.6,0.0,"212,9"
Sotkamo Kuolaniemi,2022,8,16,-1.0,2022-08-16,19.2,0.0,"217,6"
Sotkamo Kuolaniemi,2022,8,17,-1.0,2022-08-17,21.2,0.0,"177,7"
Sotkamo Kuolaniemi,2022,8,18,-1.0,2022-08-18,20.4,7.0,"152,1"
Sotkamo Kuolaniemi,2022,8,19,-1.0,2022-08-19,21.8,5.0,"178,2"
Sotkamo Kuolaniemi,2022,8,20,-1.0,2022-08-20,21.5,1.0,"205,8"
Sotkamo Kuolaniemi,2022,8,21,-1.0,2022-08-21,17.7,0.0,"200,7"
Sotkamo Kuolaniemi,2022,8,22,-1.0,2022-08-22,16.0,7.0,"88,2"
Sotkamo Kuolaniemi,2022,8,23,-1.0,2022-08-23,14.3,0.0,"196,4"
Sotkamo Kuolaniemi,2022,8,24,-1.0,2022-08-24,13.1,7.0,"26,5"
Sotkamo Kuolaniemi,2022,8,25,-1.0,2022-08-25,14.5,8.0,"201,2"
Sotkamo Kuolaniemi,2022,8,26,-1.0,2022-08-26,14.5,0.0,"214,9"
Sotkamo Kuolaniemi,2022,8,27,-1.0,2022-08-27,14.4,0.0,"89,1"
Sotkamo Kuolaniemi,2022,8,28,-1.0,2022-08-28,14.2,8.0,"68,9"
Sotkamo Kuolaniemi,2022,8,29,-1.0,2022-08-29,12.5,7.0,"172,5"
Sotkamo Kuolaniemi,2022,8,30,-1.0,2022-08-30,9.0,0.0,"141,6"
Sotkamo Kuolaniemi,2022,8,31,-1.0,2022-08-31,8.1,7.0,"110,1"
Sotkamo Kuolaniemi,2022,9,1,-1.0,2022-09-01,7.5,1.0,"140,9"
Sotkamo Kuolaniemi,2022,9,2,-1.0,2022-09-02,6.5,1.0,"127,8"
Sotkamo Kuolaniemi,2022,9,3,-1.0,2022-09-03,7.5,8.0,"85,8"
Sotkamo Kuolaniemi,2022,9,4,-1.0,2022-09-04,7.3,7.0,"132,1"
Sotkamo Kuolaniemi,2022,9,5,-1.0,2022-09-05,8.5,8.0,"103,5"
Sotkamo Kuolaniemi,2022,9,6,-1.0,2022-09-06,7.8,7.0,"58,1"
Sotkamo Kuolaniemi,2022,9,7,-1.0,2022-09-07,5.7,6.0,"121,5"
Sotkamo Kuolaniemi,2022,9,8,-1.0,2022-09-08,5.4,8.0,"90,8"
Sotkamo Kuolaniemi,2022,9,9,-1.0,2022-09-09,7.8,0.0,157
Sotkamo Kuolaniemi,2022,9,10,-1.0,2022-09-10,9.3,8.0,"86,1"
Sotkamo Kuolaniemi,2022,9,11,-1.0,2022-09-11,8.4,0.0,50
Sotkamo Kuolaniemi,2022,9,12,-1.0,2022-09-12,10.1,8.0,"57,1"
Sotkamo Kuolaniemi,2022,9,13,-1.0,2022-09-13,10.0,7.0,"61,4"
Sotkamo Kuolaniemi,2022,9,14,-1.0,2022-09-14,11.1,7.0,"50,8"
Sotkamo Kuolaniemi,2022,9,15,-1.0,2022-09-15,10.0,7.0,"21,1"
Sotkamo Kuolaniemi,2022,9,16,-1.0,2022-09-16,10.5,8.0,"44,3"
Sotkamo Kuolaniemi,2022,9,17,-1.0,2022-09-17,9.9,7.0,"93,5"
Sotkamo Kuolaniemi,2022,9,18,-1.0,2022-09-18,9.0,7.0,"80,4"
Sotkamo Kuolaniemi,2022,9,19,-1.0,2022-09-19,10.0,7.0,"59,5"
Sotkamo Kuolaniemi,2022,9,20,-1.0,2022-09-20,8.5,7.0,"53,4"
Sotkamo Kuolaniemi,2022,9,21,-1.0,2022-09-21,5.4,8.0,"95,8"
Sotkamo Kuolaniemi,2022,9,22,-1.0,2022-09-22,7.1,0.0,"76,9"
Sotkamo Kuolaniemi,2022,9,23,-1.0,2022-09-23,6.4,8.0,"82,9"
Sotkamo Kuolaniemi,2022,9,24,-1.0,2022-09-24,6.6,7.0,"63,7"
Sotkamo Kuolaniemi,2022,9,25,-1.0,2022-09-25,5.5,0.0,"61,5"
Sotkamo Kuolaniemi,2022,9,26,-1.0,2022-09-26,7.2,8.0,"46,8"
Sotkamo Kuolaniemi,2022,9,27,-1.0,2022-09-27,7.4,6.0,19
Sotkamo Kuolaniemi,2022,9,28,-1.0,2022-09-28,7.2,8.0,"24,9"
Sotkamo Kuolaniemi,2022,9,29,-1.0,2022-09-29,4.3,7.0,33
Sotkamo Kuolaniemi,2022,9,30,-1.0,2022-09-30,2.9,8.0,"39,3"
Sotkamo Kuolaniemi,2022,10,1,-1.0,2022-10-01,4.1,8.0,"34,6"
Sotkamo Kuolaniemi,2022,10,2,-1.0,2022-10-02,5.7,9.0,29
Sotkamo Kuolaniemi,2022,10,3,-1.0,2022-10-03,6.3,8.0,"35,9"
Sotkamo Kuolaniemi,2022,10,4,-1.0,2022-10-04,5.1,5.0,"18,2"
Sotkamo Kuolaniemi,2022,10,5,-1.0,2022-10-05,6.1,8.0,"33,6"
Sotkamo Kuolaniemi,2022,10,6,-1.0,2022-10-06,9.0,8.0,"11,5"
Sotkamo Kuolaniemi,2022,10,7,-1.0,2022-10-07,8.4,1.0,"65,3"
Sotkamo Kuolaniemi,2022,10,8,-1.0,2022-10-08,9.2,7.0,"23,2"
Sotkamo Kuolaniemi,2022,10,9,-1.0,2022-10-09,5.6,6.0,"56,5"
Sotkamo Kuolaniemi,2022,10,10,-1.0,2022-10-10,6.8,0.0,"28,2"
Sotkamo Kuolaniemi,2022,10,11,-1.0,2022-10-11,7.6,7.0,13
Sotkamo Kuolaniemi,2022,10,12,-1.0,2022-10-12,4.4,8.0,"46,1"
Sotkamo Kuolaniemi,2022,10,13,-1.0,2022-10-13,4.5,0.0,"40,3"
Sotkamo Kuolaniemi,2022,10,14,-1.0,2022-10-14,8.7,7.0,"12,1"
Sotkamo Kuolaniemi,2022,10,15,-1.0,2022-10-15,8.4,7.0,"14,1"
Sotkamo Kuolaniemi,2022,10,16,-1.0,2022-10-16,9.3,8.0,"6,6"
Sotkamo Kuolaniemi,2022,10,17,-1.0,2022-10-17,5.6,7.0,"22,2"
Sotkamo Kuolaniemi,2022,10,18,-1.0,2022-10-18,3.4,7.0,"15,2"
Sotkamo Kuolaniemi,2022,10,19,-1.0,2022-10-19,1.2,3.0,"35,5"
Sotkamo Kuolaniemi,2022,10,20,-1.0,2022-10-20,2.1,7.0,"56,4"
Sotkamo Kuolaniemi,2022,10,21,-1.0,2022-10-21,1.2,8.0,"38,7"
Sotkamo Kuolaniemi,2022,10,22,-1.0,2022-10-22,4.2,7.0,"10,1"
Sotkamo Kuolaniemi,2022,10,23,-1.0,2022-10-23,2.8,8.0,"49,4"
Sotkamo Kuolaniemi,2022,10,24,-1.0,2022-10-24,-1.3,0.0,"28,1"
Sotkamo Kuolaniemi,2022,10,25,-1.0,2022-10-25,-2.9,0.0,"19,5"
Sotkamo Kuolaniemi,2022,10,26,-1.0,2022-10-26,1.3,8.0,"7,4"
Sotkamo Kuolaniemi,2022,10,27,-1.0,2022-10-27,2.1,8.0,"9,9"
Sotkamo Kuolaniemi,2022,10,28,-1.0,2022-10-28,4.8,8.0,"14,8"
Sotkamo Kuolaniemi,2022,10,29,-1.0,2022-10-29,6.1,8.0,"8,7"
Sotkamo Kuolaniemi,2022,10,30,-1.0,2022-10-30,-0.5,7.0,"36,6"
Sotkamo Kuolaniemi,2022,10,31,-1.0,2022-10-31,-1.4,0.0,"24,7"
Sotkamo Kuolaniemi,2022,11,1,-1.0,2022-11-01,2.0,8.0,"6,8"
Sotkamo Kuolaniemi,2022,11,2,-1.0,2022-11-02,-0.6,9.0,"20,7"
Sotkamo Kuolaniemi,2022,11,3,-1.0,2022-11-03,2.0,8.0,"13,4"
Sotkamo Kuolaniemi,2022,11,4,-1.0,2022-11-04,3.1,8.0,"6,9"
Sotkamo Kuolaniemi,2022,11,5,-1.0,2022-11-05,0.2,8.0,"13,8"
Sotkamo Kuolaniemi,2022,11,6,3.0,2022-11-06,0.4,8.0,7
Sotkamo Kuolaniemi,2022,11,7,-1.0,2022-11-07,4.1,7.0,"8,8"
Sotkamo Kuolaniemi,2022,11,8,2.0,2022-11-08,0.5,8.0,"6,1"
Sotkamo Kuolaniemi,2022,11,9,2.0,2022-11-09,-3.0,8.0,"9,5"
Sotkamo Kuolaniemi,2022,11,10,5.0,2022-11-10,0.4,8.0,"6,5"
Sotkamo Kuolaniemi,2022,11,11,-1.0,2022-11-11,5.1,7.0,"2,5"
Sotkamo Kuolaniemi,2022,11,12,-1.0,2022-11-12,5.8,0.0,"11,1"
Sotkamo Kuolaniemi,2022,11,13,-1.0,2022-11-13,0.0,7.0,"9,6"
Sotkamo Kuolaniemi,2022,11,14,-1.0,2022-11-14,-1.0,8.0,"5,6"
Sotkamo Kuolaniemi,2022,11,15,-1.0,2022-11-15,-2.1,7.0,"9,1"
Sotkamo Kuolaniemi,2022,11,16,-1.0,2022-11-16,-2.2,7.0,"9,1"
Sotkamo Kuolaniemi,2022,11,17,2.0,2022-11-17,-4.6,4.0,"6,2"
Sotkamo Kuolaniemi,2022,11,18,2.0,2022-11-18,-5.8,8.0,"3,6"
Sotkamo Kuolaniemi,2022,11,19,2.0,2022-11-19,-4.4,8.0,"4,6"
Sotkamo Kuolaniemi,2022,11,20,2.0,2022-11-20,-8.0,8.0,"8,1"
Sotkamo Kuolaniemi,2022,11,21,2.0,2022-11-21,-5.7,8.0,"3,7"
Sotkamo Kuolaniemi,2022,11,22,2.0,2022-11-22,-7.1,8.0,"2,4"
Sotkamo Kuolaniemi,2022,11,23,2.0,2022-11-23,-8.4,8.0,"5,5"
Sotkamo Kuolaniemi,2022,11,24,2.0,2022-11-24,-7.5,8.0,"5,5"
Sotkamo Kuolaniemi,2022,11,25,3.0,2022-11-25,-9.6,3.0,"5,8"
Sotkamo Kuolaniemi,2022,11,26,3.0,2022-11-26,-6.7,8.0,"2,9"
Sotkamo Kuolaniemi,2022,11,27,3.0,2022-11-27,-7.6,7.0,"6,2"
Sotkamo Kuolaniemi,2022,11,28,3.0,2022-11-28,-4.9,8.0,"2,3"
Sotkamo Kuolaniemi,2022,11,29,3.0,2022-11-29,-2.8,8.0,"2,3"
Sotkamo Kuolaniemi,2022,11,30,3.0,2022-11-30,-3.3,8.0,"2,2"
Sotkamo Kuolaniemi,2022,12,1,10.0,2022-12-01,-3.4,8.0,"3,3"
Sotkamo Kuolaniemi,2022,12,2,9.0,2022-12-02,-4.2,8.0,"3,8"
Sotkamo Kuolaniemi,2022,12,3,9.0,2022-12-03,-5.5,8.0,"2,9"
Sotkamo Kuolaniemi,2022,12,4,11.0,2022-12-04,-7.5,8.0,"3,3"
Sotkamo Kuolaniemi,2022,12,5,12.0,2022-12-05,-6.1,8.0,"2,9"
Sotkamo Kuolaniemi,2022,12,6,13.0,2022-12-06,-2.9,8.0,"1,5"
Sotkamo Kuolaniemi,2022,12,7,12.0,2022-12-07,-3.0,8.0,"1,2"
Sotkamo Kuolaniemi,2022,12,8,14.0,2022-12-08,-6.1,7.0,"0,4"
Sotkamo Kuolaniemi,2022,12,9,17.0,2022-12-09,-8.2,7.0,"5,2"
Sotkamo Kuolaniemi,2022,12,10,19.0,2022-12-10,-4.8,8.0,"3,3"
Sotkamo Kuolaniemi,2022,12,11,17.0,2022-12-11,-9.2,8.0,"2,6"
Sotkamo Kuolaniemi,2022,12,12,17.0,2022-12-12,-13.8,8.0,"1,9"
Sotkamo Kuolaniemi,2022,12,13,21.0,2022-12-13,-10.7,7.0,"2,5"
Sotkamo Kuolaniemi,2022,12,14,22.0,2022-12-14,-11.7,8.0,"1,9"
Sotkamo Kuolaniemi,2022,12,15,23.0,2022-12-15,-14.1,7.0,"3,1"
Sotkamo Kuolaniemi,2022,12,16,23.0,2022-12-16,-7.7,8.0,2
Sotkamo Kuolaniemi,2022,12,17,22.0,2022-12-17,-6.0,8.0,"2,3"
Sotkamo Kuolaniemi,2022,12,18,21.0,2022-12-18,-5.1,7.0,"1,3"
Sotkamo Kuolaniemi,2022,12,19,22.0,2022-12-19,-4.1,7.0,"1,9"
Sotkamo Kuolaniemi,2022,12,20,21.0,2022-12-20,-5.7,8.0,"1,3"
Sotkamo Kuolaniemi,2022,12,21,31.0,2022-12-21,-4.6,7.0,"1,2"
Sotkamo Kuolaniemi,2022,12,22,31.0,2022-12-22,-2.2,8.0,"1,3"
Sotkamo Kuolaniemi,2022,12,23,32.0,2022-12-23,-5.6,7.0,"1,9"
Sotkamo Kuolaniemi,2022,12,24,31.0,2022-12-24,-6.4,5.0,2
Sotkamo Kuolaniemi,2022,12,25,29.0,2022-12-25,-5.4,7.0,"2,1"
Sotkamo Kuolaniemi,2022,12,26,28.0,2022-12-26,-7.5,8.0,"1,8"
Sotkamo Kuolaniemi,2022,12,27,28.0,2022-12-27,-7.3,0.0,"0,7"
Sotkamo Kuolaniemi,2022,12,28,29.0,2022-12-28,-5.0,8.0,"1,5"
Sotkamo Kuolaniemi,2022,12,29,30.0,2022-12-29,-4.8,8.0,"1,6"
Sotkamo Kuolaniemi,2022,12,30,29.0,2022-12-30,-4.3,8.0,"1,6"
Sotkamo Kuolaniemi,2022,12,31,30.0,2022-12-31,-0.5,8.0,"1,1"
Sotkamo Kuolaniemi,2023,1,1,28.0,2023-01-01,-0.6,8.0,2
Sotkamo Kuolaniemi,2023,1,2,28.0,2023-01-02,-5.3,5.0,"2,1"
Sotkamo Kuolaniemi,2023,1,3,27.0,2023-01-03,-10.6,1.0,"1,9"
Sotkamo Kuolaniemi,2023,1,4,28.0,2023-01-04,-10.9,8.0,"3,8"
Sotkamo Kuolaniemi,2023,1,5,27.0,2023-01-05,-7.7,7.0,"2,8"
Sotkamo Kuolaniemi,2023,1,6,27.0,2023-01-06,-15.6,7.0,"2,9"
Sotkamo Kuolaniemi,2023,1,7,28.0,2023-01-07,-21.3,9.0,4
Sotkamo Kuolaniemi,2023,1,8,29.0,2023-01-08,-11.7,7.0,"3,1"
Sotkamo Kuolaniemi,2023,1,9,27.0,2023-01-09,-11.6,7.0,"2,2"
Sotkamo Kuolaniemi,2023,1,10,27.0,2023-01-10,-9.4,7.0,"1,7"
Sotkamo Kuolaniemi,2023,1,11,31.0,2023-01-11,-2.7,8.0,"3,9"
Sotkamo Kuolaniemi,2023,1,12,33.0,2023-01-12,0.1,7.0,"1,9"
Sotkamo Kuolaniemi,2023,1,13,33.0,2023-01-13,0.4,8.0,"4,6"
Sotkamo Kuolaniemi,2023,1,14,33.0,2023-01-14,0.6,8.0,"2,7"
Sotkamo Kuolaniemi,2023,1,15,31.0,2023-01-15,0.6,8.0,"1,8"
Sotkamo Kuolaniemi,2023,1,16,31.0,2023-01-16,0.6,7.0,"2,4"
Sotkamo Kuolaniemi,2023,1,17,31.0,2023-01-17,-0.8,7.0,"4,1"
Sotkamo Kuolaniemi,2023,1,18,30.0,2023-01-18,-1.0,8.0,"3,3"
Sotkamo Kuolaniemi,2023,1,19,33.0,2023-01-19,-0.7,8.0,"1,9"
Sotkamo Kuolaniemi,2023,1,20,43.0,2023-01-20,-2.2,8.0,"5,6"
Sotkamo Kuolaniemi,2023,1,21,42.0,2023-01-21,-2.5,8.0,"6,1"
Sotkamo Kuolaniemi,2023,1,22,41.0,2023-01-22,-5.7,8.0,7
Sotkamo Kuolaniemi,2023,1,23,40.0,2023-01-23,-10.3,0.0,"10,3"
Sotkamo Kuolaniemi,2023,1,24,41.0,2023-01-24,-3.2,7.0,"7,9"
Sotkamo Kuolaniemi,2023,1,25,42.0,2023-01-25,1.6,8.0,"5,8"
Sotkamo Kuolaniemi,2023,1,26,38.0,2023-01-26,-2.5,7.0,"10,8"
Sotkamo Kuolaniemi,2023,1,27,37.0,2023-01-27,-7.7,6.0,"13,7"
Sotkamo Kuolaniemi,2023,1,28,37.0,2023-01-28,-2.4,8.0,"3,9"
Sotkamo Kuolaniemi,2023,1,29,39.0,2023-01-29,-2.8,7.0,"14,2"
Sotkamo Kuolaniemi,2023,1,30,41.0,2023-01-30,-0.9,8.0,"7,7"
Sotkamo Kuolaniemi,2023,1,31,54.0,2023-01-31,-3.9,8.0,"10,7"
Sotkamo Kuolaniemi,2023,2,1,52.0,2023-02-01,-5.5,8.0,"9,8"
Sotkamo Kuolaniemi,2023,2,2,50.0,2023-02-02,-5.7,8.0,"13,8"
Sotkamo Kuolaniemi,2023,2,3,52.0,2023-02-03,-7.4,7.0,"12,9"
Sotkamo Kuolaniemi,2023,2,4,52.0,2023-02-04,-15.7,6.0,"8,4"
Sotkamo Kuolaniemi,2023,2,5,51.0,2023-02-05,-10.3,7.0,"10,6"
Sotkamo Kuolaniemi,2023,2,6,51.0,2023-02-06,-8.6,8.0,"12,2"
Sotkamo Kuolaniemi,2023,2,7,51.0,2023-02-07,-1.3,8.0,"18,8"
Sotkamo Kuolaniemi,2023,2,8,50.0,2023-02-08,-1.4,8.0,"23,9"
Sotkamo Kuolaniemi,2023,2,9,49.0,2023-02-09,0.5,8.0,"5,7"
Sotkamo Kuolaniemi,2023,2,10,49.0,2023-02-10,-1.8,7.0,"10,8"
Sotkamo Kuolaniemi,2023,2,11,49.0,2023-02-11,-7.2,0.0,"35,8"
Sotkamo Kuolaniemi,2023,2,12,49.0,2023-02-12,-4.9,0.0,"13,7"
Sotkamo Kuolaniemi,2023,2,13,50.0,2023-02-13,1.6,0.0,"33,9"
Sotkamo Kuolaniemi,2023,2,14,48.0,2023-02-14,-2.5,0.0,"23,1"
Sotkamo Kuolaniemi,2023,2,15,48.0,2023-02-15,-4.9,0.0,"25,1"
Sotkamo Kuolaniemi,2023,2,16,48.0,2023-02-16,-0.9,8.0,"14,6"
Sotkamo Kuolaniemi,2023,2,17,48.0,2023-02-17,-1.0,8.0,"14,8"
Sotkamo Kuolaniemi,2023,2,18,48.0,2023-02-18,-4.3,8.0,10
Sotkamo Kuolaniemi,2023,2,19,51.0,2023-02-19,-6.0,8.0,"24,2"
Sotkamo Kuolaniemi,2023,2,20,52.0,2023-02-20,-11.2,7.0,"27,5"
Sotkamo Kuolaniemi,2023,2,21,52.0,2023-02-21,-16.6,0.0,"51,2"
Sotkamo Kuolaniemi,2023,2,22,52.0,2023-02-22,-22.0,0.0,57
Sotkamo Kuolaniemi,2023,2,23,52.0,2023-02-23,-15.3,0.0,"17,1"
Sotkamo Kuolaniemi,2023,2,24,54.0,2023-02-24,-5.2,7.0,"44,6"
Sotkamo Kuolaniemi,2023,2,25,53.0,2023-02-25,-8.9,8.0,63
Sotkamo Kuolaniemi,2023,2,26,53.0,2023-02-26,-16.0,3.0,"71,2"
Sotkamo Kuolaniemi,2023,2,27,53.0,2023-02-27,-8.5,1.0,"43,5"
Sotkamo Kuolaniemi,2023,2,28,52.0,2023-02-28,-2.9,7.0,"72,9"
Sotkamo Kuolaniemi,2023,3,1,52.0,2023-03-01,-4.3,7.0,"59,3"
Sotkamo Kuolaniemi,2023,3,2,52.0,2023-03-02,-0.8,8.0,75
Sotkamo Kuolaniemi,2023,3,3,52.0,2023-03-03,-2.8,8.0,"76,7"
Sotkamo Kuolaniemi,2023,3,4,51.0,2023-03-04,-3.7,7.0,45
Sotkamo Kuolaniemi,2023,3,5,51.0,2023-03-05,-9.4,8.0,"86,2"
Sotkamo Kuolaniemi,2023,3,6,52.0,2023-03-06,-11.9,7.0,"56,3"
Sotkamo Kuolaniemi,2023,3,7,52.0,2023-03-07,-16.8,7.0,93
Sotkamo Kuolaniemi,2023,3,8,53.0,2023-03-08,-18.8,0.0,"90,6"
Sotkamo Kuolaniemi,2023,3,9,51.0,2023-03-09,-14.5,9.0,"95,1"
Sotkamo Kuolaniemi,2023,3,10,52.0,2023-03-10,-6.8,2.0,"88,3"
Sotkamo Kuolaniemi,2023,3,11,52.0,2023-03-11,-7.4,0.0,"80,5"
Sotkamo Kuolaniemi,2023,3,12,52.0,2023-03-12,-8.3,8.0,"46,7"
